13.63,10.2289
13.64,11.2932
13.65,10.4188
13.66,10.7718
13.67,10.2718
13.68,10.5126
13.69,10.0398
13.7,11.0523
13.71,10.9983
13.72,10.5386
13.73,11.273
13.74,10.7375
13.75,10.2964
13.76,11.4366
13.77,12.9783
13.78,10.9045
13.79,10.405
13.8,10.6845
13.81,10.519
13.82,10.3353
13.83,11.2202
13.84,10.6477
13.85,10.6143
13.86,10.8065
13.87,10.8521
13.88,10.0944
13.89,10.795
13.9,10.3084
13.91,10.2646
13.92,10.7648
13.93,10.2927
13.94,10.9656
13.95,10.2168
13.96,11.0576
13.97,10.351
13.98,10.4583
13.99,10.584
14,10.6697
14.01,10.9455
14.02,10.2804
14.03,10.1071
14.04,10.369
14.05,11.2766
14.06,10.1358
14.07,10.2904
14.08,10.2979
14.09,10.4019
14.1,10.6838
14.11,10.1873
14.12,10.7482
14.13,10.5652
14.14,10.0842
14.15,11.1857
14.16,10.4472
14.17,10.7206
14.18,10.2112
14.19,10.3466
14.2,10.0669
14.21,10.7845
14.22,10.871
14.23,10.791
14.24,10.6845
14.25,11.5018
14.26,10.0263
14.27,10.7345
14.28,10.8749
14.29,10.0606
14.3,10.7627
14.31,10.9881
14.32,10.1567
14.33,10.5129
14.34,10.977
14.35,10.7231
14.36,11.1041
14.37,10.9111
14.38,10.4192
14.39,10.3171
14.4,10.7885
14.41,10.7257
14.42,10.2116
14.43,10.7057
14.44,10.6239
14.45,11.3349
14.46,10.2814
14.47,10.2682
14.48,10.7229
14.49,10.5562
14.5,10.4685
14.51,10.4394
14.52,10.3755
14.53,10.6631
14.54,10.6187
14.55,10.4656
14.56,10.4879
14.57,10.8316
14.58,10.3773
14.59,10.6319
14.6,10.3798
14.61,10.3437
14.62,10.7629
14.63,10.2879
14.64,10.4317
14.65,10.6178
14.66,10.3878
14.67,10.2331
14.68,10.167
14.69,10.9355
14.7,10.1974
14.71,10.7001
14.72,10.3646
14.73,10.4278
14.74,10.3778
14.75,11.0245
14.76,10.0945
14.77,11.1234
14.78,10.8608
14.79,9.81836
14.8,10.6672
14.81,10.6773
14.82,10.1106
14.83,10.1202
14.84,10.9334
14.85,10.3442
14.86,10.1333
14.87,10.9199
14.88,10.5346
14.89,10.2863
14.9,10.5394
14.91,10.9503
14.92,10.0307
14.93,11.0539
14.94,9.83945
14.95,10.7104
14.96,10.3299
14.97,10.0399
14.98,11.1647
14.99,10.8013
15,10.2762
15.01,10.484
15.02,9.99925
15.03,10.394
15.04,10.3745
15.05,10.1267
15.06,10.722
15.07,10.3764
15.08,10.1296
15.09,10.0065
15.1,10.4432
15.11,10.2347
15.12,10.4316
15.13,10.3929
15.14,10.1483
15.15,10.4559
15.16,10.2074
15.17,10.4417
15.18,10.1455
15.19,10.5124
15.2,10.8878
15.21,10.5319
15.22,10.0963
15.23,10.7131
15.24,10.3254
15.25,10.1616
15.26,10.8573
15.27,10.3524
15.28,10.468
15.29,10.167
15.3,10.5404
15.31,10.5739
15.32,10.1611
15.33,10.8134
15.34,10.0711
15.35,10.1161
15.36,10.4355
15.37,10.6448
15.38,11.0969
15.39,10.2142
15.4,10.4693
15.41,11.1505
