13.62,-0.0363434,-0.0353843,-0.0353657,-0.0356997,2.25609e-05,-1.16906e-05,-1.42013e-05,-2.21991e-06,0.000671665,0.00104013,-0.00104685,-0.000913651,0.000120437,0.000136867,-0.000135991,-0.000129323,1
13.63,-0.0363434,-0.0353843,-0.0353657,-0.0356997,2.25609e-05,-1.16954e-05,-1.42047e-05,-2.24117e-06,0.000672898,0.00104136,-0.00104809,-0.000914901,0.000120449,0.000136877,-0.000136001,-0.000129325,1
13.64,-0.0363434,-0.0353843,-0.0353657,-0.0356996,2.25659e-05,-1.16951e-05,-1.4203e-05,-2.2574e-06,0.000674132,0.0010426,-0.00104932,-0.000916152,0.000120461,0.000136887,-0.000136011,-0.000129328,1
13.65,-0.0363434,-0.0353843,-0.0353658,-0.0356996,2.25792e-05,-1.16863e-05,-1.41928e-05,-2.26496e-06,0.000675365,0.00104383,-0.00105056,-0.000917402,0.000120472,0.000136896,-0.000136021,-0.00012933,1
13.66,-0.0363435,-0.0353843,-0.0353658,-0.0356996,2.25964e-05,-1.16734e-05,-1.41785e-05,-2.26824e-06,0.000676598,0.00104507,-0.0010518,-0.000918653,0.000120483,0.000136905,-0.000136031,-0.000129332,1
13.67,-0.0363435,-0.0353843,-0.0353658,-0.0356995,2.26098e-05,-1.16641e-05,-1.41678e-05,-2.2749e-06,0.000677832,0.0010463,-0.00105303,-0.000919903,0.000120495,0.000136915,-0.00013604,-0.000129335,1
13.68,-0.0363435,-0.0353844,-0.0353658,-0.0356995,2.26162e-05,-1.16621e-05,-1.41643e-05,-2.28868e-06,0.000679065,0.00104754,-0.00105427,-0.000921154,0.000120506,0.000136924,-0.00013605,-0.000129337,1
13.69,-0.0363435,-0.0353844,-0.0353658,-0.0356995,2.26187e-05,-1.16641e-05,-1.41649e-05,-2.30648e-06,0.000680299,0.00104877,-0.0010555,-0.000922404,0.000120517,0.000136933,-0.00013606,-0.000129339,1
13.7,-0.0363435,-0.0353844,-0.0353658,-0.0356994,2.26235e-05,-1.16637e-05,-1.41632e-05,-2.3219e-06,0.000681533,0.00105001,-0.00105674,-0.000923655,0.000120528,0.000136943,-0.000136069,-0.000129341,1
13.71,-0.0363435,-0.0353844,-0.0353658,-0.0356994,2.25566e-05,-1.159e-05,-1.40856e-05,-2.42565e-06,0.000682767,0.00105124,-0.00105798,-0.000924905,0.000120539,0.000136951,-0.000136079,-0.000129343,1
