2.887,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
2.897,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
2.907,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
2.917,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
2.927,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
2.937,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
2.947,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
2.957,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
2.967,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
2.977,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
2.987,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
2.997,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.007,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.017,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.027,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.037,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.047,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.057,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.067,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.077,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.087,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.097,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.107,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.117,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.127,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.137,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.147,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.157,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.167,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.177,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.187,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.197,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.207,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.217,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.227,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.237,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.247,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
3.257,0,6.95304e-310,5.01651e-310,6.72655e-310,1,0,6.72655e-310,-4.05733e+102,1
