0,930.113
0.01,9.82578
0.02,9.85371
0.03,9.80133
0.04,10.0739
0.05,10.0613
0.06,9.73282
0.07,-989.811
0.08,9.83605
0.09,9.80329
0.1,9.96533
0.11,9.98376
0.12,9.96113
0.13,10.0034
0.14,10.2842
0.15,9.89723
0.16,9.81048
0.17,10.1473
0.18,9.75223
0.19,9.76243
0.2,9.97315
0.21,10.219
0.22,9.77347
0.23,10.1556
0.24,9.88417
0.25,9.83095
0.26,10.0083
0.27,10.0438
0.28,9.7023
0.29,10.0466
0.3,9.8908
0.31,10.0119
0.32,10.051
0.33,10.0723
0.34,9.69803
0.35,9.97028
0.36,10.1107
0.37,9.8489
0.38,9.9605
0.39,9.99354
0.4,9.91965
0.41,10.0083
0.42,9.92314
0.43,9.97503
0.44,10.0204
0.45,9.92509
0.46,10.0056
0.47,10.1448
0.48,9.70041
0.49,9.98963
0.5,10.0199
0.51,10.0006
0.52,10.2149
0.53,9.70097
0.54,9.95205
0.55,10.2156
0.56,9.71529
0.57,9.93459
0.58,10.0356
0.59,9.96232
0.6,9.95715
0.61,9.97636
0.62,10.072
0.63,10.143
0.64,9.93857
0.65,9.54773
0.66,10.0071
0.67,9.98355
0.68,9.95708
0.69,9.9267
0.7,10.0211
0.71,10.0189
0.72,9.87683
0.73,10.5738
0.74,9.34574
0.75,10.1448
0.76,9.77828
0.77,10.188
0.78,9.79058
0.79,9.93187
0.8,9.85804
0.81,9.99466
0.82,9.94318
0.83,9.89695
0.84,10.0073
0.85,9.99675
0.86,9.93822
0.87,10.1736
0.88,9.73812
0.89,9.9121
0.9,10.0819
0.91,10.1154
0.92,9.8329
0.93,10.063
0.94,10.1315
0.95,9.77039
0.96,9.76725
0.97,10.1479
0.98,10.0945
0.99,9.75468
1,9.78911
1.01,10.1789
1.02,10.0395
1.03,9.84729
1.04,9.84219
1.05,9.94598
1.06,10.1642
1.07,-990.029
1.08,9.88836
1.09,9.87572
1.1,9.65445
1.11,9.8797
1.12,10.0104
1.13,9.96609
1.14,10.0169
1.15,9.92593
1.16,9.95764
1.17,10.2323
1.18,9.72297
1.19,10.0535
1.2,9.78541
1.21,10.5637
1.22,9.77612
1.23,10.0028
1.24,9.56268
1.25,10.4045
1.26,9.46434
1.27,10.0811
1.28,9.83479
1.29,9.77116
1.3,10.012
1.31,9.95045
1.32,9.95555
1.33,10.2558
1.34,10.0559
1.35,9.94507
1.36,9.64188
1.37,10.2626
1.38,9.90924
1.39,9.92153
1.4,9.93885
1.41,9.9297
1.42,9.93494
1.43,9.92321
1.44,9.90694
1.45,9.93369
1.46,9.95324
1.47,9.93257
1.48,9.70509
1.49,9.98956
1.5,9.71703
1.51,10.0056
1.52,10.0479
1.53,10.0427
1.54,9.8424
1.55,10.0729
1.56,9.75503
1.57,10.1016
1.58,9.80259
1.59,10.0601
1.6,9.81439
1.61,10.1319
1.62,10.0827
1.63,9.91657
1.64,9.96777
1.65,9.88466
1.66,9.94353
1.67,9.63496
1.68,9.85441
1.69,10.19
1.7,10.194
1.71,9.83821
1.72,9.63168
1.73,10.2798
1.74,9.57148
1.75,10.3403
1.76,9.95422
1.77,9.9061
1.78,9.62114
1.79,10.0333
1.8,9.75789
1.81,10.1906
1.82,9.88298
1.83,10.1036
1.84,9.9098
1.85,9.84184
1.86,9.96253
1.87,10.0413
1.88,9.57762
1.89,10.3195
1.9,9.87509
1.91,10.0803
1.92,9.87236
1.93,9.97056
1.94,9.91134
1.95,9.75286
1.96,9.78282
1.97,10.1194
1.98,9.87034
1.99,10.1334
2,9.66214
2.01,10.1714
2.02,10.0731
2.03,9.80231
2.04,10.0629
2.05,9.82319
2.06,10.089
2.07,-990.073
2.08,9.72478
2.09,9.96016
2.1,9.70139
2.11,10.0309
2.12,10.0665
2.13,10.0326
2.14,9.93655
2.15,10.0806
2.16,9.65012
2.17,10.0635
2.18,9.88172
2.19,10.1207
2.2,9.82368
2.21,10.0954
2.22,9.93264
2.23,9.70467
2.24,10.1417
2.25,10.062
2.26,9.64782
2.27,10.1705
2.28,9.58426
2.29,9.84792
2.3,10.2554
2.31,10.2518
2.32,9.4394
2.33,10.183
2.34,9.7222
2.35,10.0323
2.36,10.0826
2.37,9.79637
2.38,10.0825
2.39,9.90428
2.4,9.63266
2.41,10.1634
2.42,10.0641
2.43,9.942
2.44,9.89157
2.45,9.94591
2.46,9.92419
2.47,9.923
2.48,9.82578
2.49,10.0534
2.5,9.78247
2.51,9.98851
