1.279,0.0167937,0.0168077,-0.0166922,-0.0167916,-0.195524,-0.195496,0.195611,0.19573,1.61059e-05,2.48068e-05,1.96482e-05,-1.62723e-05,5.7996e-05,6.90368e-05,-3.44874e-05,6.41383e-06,1
1.289,0.0150232,0.0150375,-0.014921,-0.0150194,-0.162465,-0.162437,0.162551,0.162649,1.65266e-05,2.54136e-05,1.93811e-05,-1.62264e-05,5.33216e-05,6.42226e-05,-2.92943e-05,4.37975e-06,1
1.299,0.0135642,0.0135789,-0.0134613,-0.0135588,-0.132779,-0.132751,0.132865,0.132945,1.69222e-05,2.59833e-05,1.91553e-05,-1.61979e-05,4.94601e-05,6.02515e-05,-2.50249e-05,2.69153e-06,1
1.309,0.0123865,0.0124014,-0.0122829,-0.0123796,-0.105851,-0.105823,0.105936,0.106002,1.72966e-05,2.65225e-05,1.89629e-05,-1.61836e-05,4.63334e-05,5.704e-05,-2.15807e-05,1.31888e-06,1
1.319,0.0114655,0.0114807,-0.0113612,-0.0114573,-0.0811204,-0.0810929,0.0812051,0.0812597,1.7654e-05,2.70375e-05,1.87973e-05,-1.61807e-05,4.3878e-05,5.45203e-05,-1.88832e-05,2.36762e-07,1
1.329,0.0107822,0.0107977,-0.0106771,-0.0107727,-0.0580746,-0.0580472,0.0581586,0.0582045,1.79983e-05,2.75339e-05,1.86522e-05,-1.61865e-05,4.20439e-05,5.26393e-05,-1.68712e-05,-5.74855e-07,1
1.339,0.0103223,0.010338,-0.0102165,-0.0103117,-0.0362347,-0.0362073,0.0363179,0.0363576,1.83337e-05,2.80172e-05,1.85223e-05,-1.61985e-05,4.0794e-05,5.13574e-05,-1.54997e-05,-1.13115e-06,1
1.349,0.0100763,0.0100923,-0.0099698,-0.0100646,-0.0151471,-0.0151198,0.0152295,0.0152653,1.86644e-05,2.84928e-05,1.84025e-05,-1.62142e-05,4.01027e-05,5.06473e-05,-1.47378e-05,-1.44263e-06,1
1.359,0.010039,0.0100554,-0.00993189,-0.0100263,0.00562618,0.00565351,-0.00554465,-0.00551055,1.89945e-05,2.89658e-05,1.8288e-05,-1.62314e-05,3.99561e-05,5.04941e-05,-1.45688e-05,-1.51524e-06,1
1.369,0.0102098,0.0102265,-0.010102,-0.0101961,0.0265166,0.0265439,-0.0264361,-0.0264014,1.93283e-05,2.94412e-05,1.81743e-05,-1.62477e-05,4.03509e-05,5.08942e-05,-1.49889e-05,-1.35043e-06,1
1.379,0.0105922,0.0106091,-0.0104837,-0.0105774,0.047958,0.0479854,-0.0478787,-0.0478411,1.96704e-05,2.99244e-05,1.80569e-05,-1.62609e-05,4.12952e-05,5.18558e-05,-1.60072e-05,-9.45196e-07,1
1.389,0.0111941,0.0112113,-0.011085,-0.0111782,0.0703958,0.0704233,-0.0703179,-0.0702751,2.00253e-05,3.04206e-05,1.79314e-05,-1.62685e-05,4.2808e-05,5.33986e-05,-1.76466e-05,-2.9203e-07,1
1.399,0.012028,0.0120455,-0.0119182,-0.012011,0.0942961,0.0943238,-0.0942197,-0.0941693,2.03983e-05,3.09357e-05,1.77931e-05,-1.62681e-05,4.49199e-05,5.55547e-05,-1.99435e-05,6.21148e-07,1
1.409,0.0131113,0.013129,-0.0130009,-0.0130931,0.120155,0.120183,-0.120081,-0.12002,2.07948e-05,3.14755e-05,1.76374e-05,-1.6257e-05,4.76732e-05,5.83688e-05,-2.29492e-05,1.81113e-06,1
1.419,0.0144664,0.0144845,-0.0143554,-0.0144469,0.14851,0.148539,-0.148438,-0.148364,2.12209e-05,3.20469e-05,1.74594e-05,-1.62325e-05,5.11232e-05,6.18993e-05,-2.67308e-05,3.29962e-06,1
1.429,0.0161215,0.0161399,-0.0160099,-0.0161006,0.17995,0.179979,-0.179881,-0.179791,2.16834e-05,3.26572e-05,1.72541e-05,-1.61914e-05,5.53385e-05,6.62199e-05,-3.13734e-05,5.11339e-06,1
1.439,0.018111,0.0181297,-0.0179989,-0.0180886,0.215129,0.215158,-0.215061,-0.214952,2.21898e-05,3.33145e-05,1.70161e-05,-1.61304e-05,6.04024e-05,7.14204e-05,-3.6982e-05,7.2846e-06,1
1.449,0.0204763,0.0204952,-0.0203636,-0.0204521,0.254775,0.254805,-0.254711,-0.254578,2.27488e-05,3.4028e-05,1.67403e-05,-1.60458e-05,6.64141e-05,7.76093e-05,-4.36837e-05,9.85099e-06,1
1.459,0.0232663,0.0232856,-0.0231532,-0.0232402,0.299713,0.299744,-0.299654,-0.299493,2.33701e-05,3.48083e-05,1.64212e-05,-1.59335e-05,7.34894e-05,8.4916e-05,-5.16315e-05,1.28561e-05,1
