2.887,-0.0436133,-0.0435555,0.0438362,0.0436098,-0.331409,-0.331388,0.331538,0.331763,3.47237e-05,6.05291e-05,4.03463e-05,-3.99767e-05,8.88567e-05,9.73311e-05,-6.70979e-05,1.81094e-05,1
2.897,-0.0466219,-0.046564,0.046846,0.0466218,-0.276802,-0.276779,0.276919,0.277125,3.55454e-05,6.14672e-05,3.97571e-05,-3.98224e-05,8.07983e-05,8.97357e-05,-5.75671e-05,1.48701e-05,1
2.907,0.00259061,0.00796385,0.0378198,1.23761,5.15314,7.35772,-1.25326,-523.124,-0.0421648,-0.0662648,-0.228633,-1.68253,2.48416,-0.0347557,2.50309,-94.1317,1
2.917,0.051294,0.0788641,0.0259083,2.34272,4.91471,7.13026,-1.10235,-533.284,0.00302951,-0.037071,-0.165564,-2.27738,4.80125,3.69787,6.08263,-39.6058,1
2.927,0.0982975,0.148029,0.0168458,-2.89131,4.67406,6.89054,-0.877566,-536.533,0.0555343,0.00743603,-0.12902,-2.36088,3.39484,2.82649,1.83678,1.16823,1
2.937,0.145405,0.217281,0.00776044,-1.84856,4.72495,6.93801,-0.92007,-536.497,0.0697951,0.0175602,-0.122252,-2.35671,0.678359,0.106658,0.0201514,0.125461,1
2.947,0.192705,0.286675,-0.00145482,-0.805717,4.73102,6.93815,-0.919986,-536.495,0.0751237,0.0175544,-0.122248,-2.35626,0.700506,-0.000555224,0.000354447,0.0134679,1
2.957,0.240054,0.356061,-0.0106569,0.237129,4.73818,6.93904,-0.920493,-536.493,0.0804275,0.0175486,-0.122245,-2.35621,0.367382,-0.000584456,0.000348462,0.00145344,1
2.967,0.282307,0.363836,-0.0159597,1.27943,2.44745,-8.43502,0.942787,-540.851,0.0593319,0.0108906,-0.128685,-2.56763,8.22384,11.8661,-2.26636,52.8525,1
2.977,0.311388,0.28382,-0.0112717,2.29616,3.07941,-7.84377,0.301277,-538.936,0.074453,0.0480357,-0.132857,-2.37891,0.0392206,0.608872,0.00026299,5.6761,1
2.987,0.342604,0.205806,-0.00868328,-2.969,3.13817,-7.78311,0.240792,-538.988,0.0785085,0.0485374,-0.132854,-2.35864,0.617851,-0.000553546,0.000334387,0.609414,1
2.997,0.374075,0.128095,-0.00639573,-1.95107,3.15182,-7.76414,0.221474,-538.984,0.0838355,0.0485319,-0.132851,-2.35647,0.625627,-0.000517559,0.000304982,0.0654558,1
3.007,0.405652,0.0505407,-0.00427314,-0.93308,3.16092,-7.74992,0.206351,-538.978,0.08927,0.0485266,-0.132848,-2.35623,0.691135,-0.000514563,0.000289794,0.00703373,1
